tile_id,tile_key,image_id,h0,w0,height,width
2700,130_00216_00168,130,216,168,96,96
2701,130_00216_00192,130,216,192,96,96
2702,130_00216_00216,130,216,216,96,96
2703,130_00216_00240,130,216,240,96,96
2704,130_00240_00144,130,240,144,96,96
2705,130_00240_00168,130,240,168,96,96
2706,130_00240_00192,130,240,192,96,96
2707,130_00240_00216,130,240,216,96,96
2708,130_00240_00240,130,240,240,96,96
2709,130_00264_00144,130,264,144,96,96
2710,130_00264_00168,130,264,168,96,96
2711,130_00264_00192,130,264,192,96,96
2712,130_00264_00216,130,264,216,96,96
2713,130_00264_00240,130,264,240,96,96
2714,130_00288_00144,130,288,144,96,96
2715,130_00288_00168,130,288,168,96,96
2716,130_00288_00192,130,288,192,96,96
2717,130_00288_00216,130,288,216,96,96
2718,130_00288_00240,130,288,240,96,96
2719,130_00312_00144,130,312,144,96,96
2720,130_00312_00168,130,312,168,96,96
2721,130_00312_00192,130,312,192,96,96
2722,130_00312_00216,130,312,216,96,96
2723,130_00312_00240,130,312,240,96,96
2724,130_00336_00144,130,336,144,96,96
2725,130_00336_00168,130,336,168,96,96
2726,130_00336_00192,130,336,192,96,96
2727,130_00336_00216,130,336,216,96,96
2728,130_00336_00240,130,336,240,96,96
2729,130_00336_00264,130,336,264,96,96
2730,130_00360_00144,130,360,144,96,96
2731,130_00360_00168,130,360,168,96,96
2732,130_00360_00192,130,360,192,96,96
2733,130_00360_00216,130,360,216,96,96
2734,130_00360_00240,130,360,240,96,96
2735,130_00360_00264,130,360,264,96,96
2736,130_00384_00144,130,384,144,96,96
2737,130_00384_00168,130,384,168,96,96
2738,130_00384_00192,130,384,192,96,96
2739,130_00384_00216,130,384,216,96,96
2740,130_00384_00240,130,384,240,96,96
2741,130_00384_00264,130,384,264,96,96
2742,131_00000_00048,131,0,48,96,96
2743,131_00000_00072,131,0,72,96,96
2744,131_00000_00096,131,0,96,96,96
2745,131_00000_00120,131,0,120,96,96
2746,131_00000_00144,131,0,144,96,96
2747,131_00000_00168,131,0,168,96,96
2748,131_00024_00024,131,24,24,96,96
2749,131_00024_00048,131,24,48,96,96
2750,131_00024_00072,131,24,72,96,96
2751,131_00024_00096,131,24,96,96,96
2752,131_00024_00120,131,24,120,96,96
2753,131_00024_00144,131,24,144,96,96
2754,131_00024_00168,131,24,168,96,96
2755,131_00048_00000,131,48,0,96,96
2756,131_00048_00024,131,48,24,96,96
2757,131_00048_00048,131,48,48,96,96
2758,131_00048_00072,131,48,72,96,96
2759,131_00048_00096,131,48,96,96,96
2760,131_00048_00120,131,48,120,96,96
2761,131_00048_00144,131,48,144,96,96
2762,131_00048_00168,131,48,168,96,96
2763,131_00072_00000,131,72,0,96,96
2764,131_00072_00024,131,72,24,96,96
2765,131_00072_00048,131,72,48,96,96
2766,131_00072_00072,131,72,72,96,96
2767,131_00072_00096,131,72,96,96,96
2768,131_00072_00120,131,72,120,96,96
2769,131_00072_00144,131,72,144,96,96
2770,131_00072_00168,131,72,168,96,96
2771,131_00096_00000,131,96,0,96,96
2772,131_00096_00024,131,96,24,96,96
2773,131_00096_00048,131,96,48,96,96
2774,131_00096_00072,131,96,72,96,96
2775,131_00096_00096,131,96,96,96,96
2776,131_00096_00120,131,96,120,96,96
2777,131_00096_00144,131,96,144,96,96
2778,131_00096_00168,131,96,168,96,96
2779,131_00120_00000,131,120,0,96,96
2780,131_00120_00024,131,120,24,96,96
2781,131_00120_00048,131,120,48,96,96
2782,131_00120_00072,131,120,72,96,96
2783,131_00120_00096,131,120,96,96,96
2784,131_00120_00120,131,120,120,96,96
2785,131_00120_00144,131,120,144,96,96
2786,131_00120_00168,131,120,168,96,96
2787,131_00120_00192,131,120,192,96,96
2788,131_00144_00000,131,144,0,96,96
2789,131_00144_00024,131,144,24,96,96
2790,131_00144_00048,131,144,48,96,96
2791,131_00144_00072,131,144,72,96,96
2792,131_00144_00096,131,144,96,96,96
2793,131_00144_00120,131,144,120,96,96
2794,131_00144_00144,131,144,144,96,96
2795,131_00144_00168,131,144,168,96,96
2796,131_00144_00192,131,144,192,96,96
2797,131_00168_00120,131,168,120,96,96
2798,131_00168_00144,131,168,144,96,96
2799,131_00168_00168,131,168,168,96,96
2800,131_00168_00192,131,168,192,96,96
2801,131_00192_00144,131,192,144,96,96
2802,131_00192_00168,131,192,168,96,96
2803,131_00192_00192,131,192,192,96,96
2804,132_00000_00072,132,0,72,96,96
2805,132_00000_00096,132,0,96,96,96
2806,132_00000_00120,132,0,120,96,96
2807,132_00000_00144,132,0,144,96,96
2808,132_00000_00168,132,0,168,96,96
2809,132_00024_00096,132,24,96,96,96
2810,132_00024_00120,132,24,120,96,96
2811,132_00024_00144,132,24,144,96,96
2812,132_00024_00168,132,24,168,96,96
2813,132_00048_00096,132,48,96,96,96
2814,132_00048_00120,132,48,120,96,96
2815,132_00048_00144,132,48,144,96,96
2816,132_00048_00168,132,48,168,96,96
2817,132_00072_00096,132,72,96,96,96
2818,132_00072_00120,132,72,120,96,96
2819,132_00072_00144,132,72,144,96,96
2820,132_00072_00168,132,72,168,96,96
2821,132_00096_00096,132,96,96,96,96
2822,132_00096_00120,132,96,120,96,96
2823,132_00096_00144,132,96,144,96,96
2824,132_00096_00168,132,96,168,96,96
2825,132_00096_00192,132,96,192,96,96
2826,132_00120_00096,132,120,96,96,96
2827,132_00120_00120,132,120,120,96,96
2828,132_00120_00144,132,120,144,96,96
2829,132_00120_00168,132,120,168,96,96
2830,132_00120_00192,132,120,192,96,96
2831,132_00144_00096,132,144,96,96,96
2832,132_00144_00120,132,144,120,96,96
2833,132_00144_00144,132,144,144,96,96
2834,132_00144_00168,132,144,168,96,96
2835,132_00144_00192,132,144,192,96,96
2836,132_00144_00216,132,144,216,96,96
2837,132_00168_00120,132,168,120,96,96
2838,132_00168_00144,132,168,144,96,96
2839,132_00168_00168,132,168,168,96,96
2840,132_00168_00192,132,168,192,96,96
2841,132_00168_00216,132,168,216,96,96
2842,132_00168_00240,132,168,240,96,96
2843,132_00192_00120,132,192,120,96,96
2844,132_00192_00144,132,192,144,96,96
2845,132_00192_00168,132,192,168,96,96
2846,132_00192_00192,132,192,192,96,96
2847,132_00192_00216,132,192,216,96,96
2848,132_00192_00240,132,192,240,96,96
2849,132_00216_00144,132,216,144,96,96
2850,132_00216_00168,132,216,168,96,96
2851,132_00216_00192,132,216,192,96,96
2852,132_00216_00216,132,216,216,96,96
2853,132_00216_00240,132,216,240,96,96
2854,132_00240_00144,132,240,144,96,96
2855,132_00240_00168,132,240,168,96,96
2856,132_00240_00192,132,240,192,96,96
2857,132_00240_00216,132,240,216,96,96
2858,132_00240_00240,132,240,240,96,96
2859,132_00240_00264,132,240,264,96,96
2860,132_00264_00144,132,264,144,96,96
2861,132_00264_00168,132,264,168,96,96
2862,132_00264_00192,132,264,192,96,96
2863,132_00264_00216,132,264,216,96,96
2864,132_00264_00240,132,264,240,96,96
2865,132_00264_00264,132,264,264,96,96
2866,132_00288_00144,132,288,144,96,96
2867,132_00288_00168,132,288,168,96,96
2868,132_00288_00192,132,288,192,96,96
2869,132_00288_00216,132,288,216,96,96
2870,132_00288_00240,132,288,240,96,96
2871,132_00312_00144,132,312,144,96,96
2872,132_00312_00168,132,312,168,96,96
2873,132_00312_00192,132,312,192,96,96
2874,132_00312_00216,132,312,216,96,96
2875,132_00312_00240,132,312,240,96,96
2876,132_00336_00144,132,336,144,96,96
2877,132_00336_00168,132,336,168,96,96
2878,132_00336_00192,132,336,192,96,96
2879,132_00336_00216,132,336,216,96,96
2880,132_00336_00240,132,336,240,96,96
2881,133_00000_00000,133,0,0,96,96
2882,133_00000_00024,133,0,24,96,96
2883,133_00000_00048,133,0,48,96,96
2884,133_00024_00000,133,24,0,96,96
2885,133_00024_00024,133,24,24,96,96
2886,133_00024_00048,133,24,48,96,96
2887,133_00048_00000,133,48,0,96,96
2888,133_00048_00024,133,48,24,96,96
2889,133_00048_00048,133,48,48,96,96
2890,134_00096_00144,134,96,144,96,96
2891,134_00096_00168,134,96,168,96,96
2892,134_00096_00192,134,96,192,96,96
2893,134_00120_00120,134,120,120,96,96
2894,134_00120_00144,134,120,144,96,96
2895,134_00120_00168,134,120,168,96,96
2896,134_00120_00192,134,120,192,96,96
2897,134_00120_00216,134,120,216,96,96
2898,134_00120_00240,134,120,240,96,96
2899,134_00144_00096,134,144,96,96,96
2900,134_00144_00120,134,144,120,96,96
2901,134_00144_00144,134,144,144,96,96
2902,134_00144_00168,134,144,168,96,96
2903,134_00144_00192,134,144,192,96,96
2904,134_00144_00216,134,144,216,96,96
2905,134_00144_00240,134,144,240,96,96
2906,134_00144_00264,134,144,264,96,96
2907,134_00168_00048,134,168,48,96,96
2908,134_00168_00072,134,168,72,96,96
2909,134_00168_00096,134,168,96,96,96
2910,134_00168_00120,134,168,120,96,96
2911,134_00168_00144,134,168,144,96,96
2912,134_00168_00168,134,168,168,96,96
2913,134_00168_00192,134,168,192,96,96
2914,134_00168_00216,134,168,216,96,96
2915,134_00168_00240,134,168,240,96,96
2916,134_00168_00264,134,168,264,96,96
2917,134_00168_00288,134,168,288,96,96
2918,134_00168_00312,134,168,312,96,96
2919,134_00192_00024,134,192,24,96,96
2920,134_00192_00048,134,192,48,96,96
2921,134_00192_00072,134,192,72,96,96
2922,134_00192_00096,134,192,96,96,96
2923,134_00192_00120,134,192,120,96,96
2924,134_00192_00144,134,192,144,96,96
2925,134_00192_00168,134,192,168,96,96
2926,134_00192_00192,134,192,192,96,96
2927,134_00192_00216,134,192,216,96,96
2928,134_00192_00240,134,192,240,96,96
2929,134_00192_00264,134,192,264,96,96
2930,134_00192_00288,134,192,288,96,96
2931,134_00192_00312,134,192,312,96,96
2932,134_00192_00336,134,192,336,96,96
2933,134_00216_00000,134,216,0,96,96
2934,134_00216_00024,134,216,24,96,96
2935,134_00216_00048,134,216,48,96,96
2936,134_00216_00072,134,216,72,96,96
2937,134_00216_00096,134,216,96,96,96
2938,134_00216_00120,134,216,120,96,96
2939,134_00216_00144,134,216,144,96,96
2940,134_00216_00168,134,216,168,96,96
2941,134_00216_00192,134,216,192,96,96
2942,134_00216_00216,134,216,216,96,96
2943,134_00216_00240,134,216,240,96,96
2944,134_00216_00264,134,216,264,96,96
2945,134_00216_00288,134,216,288,96,96
2946,134_00216_00312,134,216,312,96,96
2947,134_00216_00336,134,216,336,96,96
2948,134_00216_00360,134,216,360,96,96
2949,134_00240_00000,134,240,0,96,96
2950,134_00240_00024,134,240,24,96,96
2951,134_00240_00048,134,240,48,96,96
2952,134_00240_00072,134,240,72,96,96
2953,134_00240_00096,134,240,96,96,96
2954,134_00240_00120,134,240,120,96,96
2955,134_00240_00144,134,240,144,96,96
2956,134_00240_00192,134,240,192,96,96
2957,134_00240_00216,134,240,216,96,96
2958,134_00240_00240,134,240,240,96,96
2959,134_00240_00264,134,240,264,96,96
2960,134_00240_00288,134,240,288,96,96
2961,134_00240_00312,134,240,312,96,96
2962,134_00240_00336,134,240,336,96,96
2963,134_00240_00360,134,240,360,96,96
2964,134_00240_00384,134,240,384,96,96
2965,134_00240_00408,134,240,408,96,96
2966,134_00264_00000,134,264,0,96,96
2967,134_00264_00024,134,264,24,96,96
2968,134_00264_00048,134,264,48,96,96
2969,134_00264_00072,134,264,72,96,96
2970,134_00264_00096,134,264,96,96,96
2971,134_00264_00264,134,264,264,96,96
2972,134_00264_00288,134,264,288,96,96
2973,134_00264_00312,134,264,312,96,96
2974,134_00264_00336,134,264,336,96,96
2975,134_00264_00360,134,264,360,96,96
2976,134_00264_00384,134,264,384,96,96
2977,134_00264_00408,134,264,408,96,96
2978,134_00264_00432,134,264,432,96,96
2979,134_00264_00456,134,264,456,96,96
2980,134_00288_00000,134,288,0,96,96
2981,134_00288_00024,134,288,24,96,96
2982,134_00288_00048,134,288,48,96,96
2983,134_00288_00072,134,288,72,96,96
2984,134_00288_00288,134,288,288,96,96
2985,134_00288_00312,134,288,312,96,96
2986,134_00288_00336,134,288,336,96,96
2987,134_00288_00360,134,288,360,96,96
2988,134_00288_00384,134,288,384,96,96
2989,134_00288_00408,134,288,408,96,96
2990,134_00288_00432,134,288,432,96,96
2991,134_00288_00456,134,288,456,96,96
2992,134_00288_00480,134,288,480,96,96
2993,134_00312_00000,134,312,0,96,96
2994,134_00312_00024,134,312,24,96,96
2995,134_00312_00048,134,312,48,96,96
2996,134_00312_00312,134,312,312,96,96
2997,134_00312_00336,134,312,336,96,96
2998,134_00312_00360,134,312,360,96,96
2999,134_00312_00384,134,312,384,96,96
3000,134_00312_00408,134,312,408,96,96
3001,134_00312_00432,134,312,432,96,96
3002,134_00312_00456,134,312,456,96,96
3003,134_00312_00480,134,312,480,96,96
3004,134_00336_00336,134,336,336,96,96
3005,134_00336_00360,134,336,360,96,96
3006,134_00336_00384,134,336,384,96,96
3007,134_00336_00408,134,336,408,96,96
3008,134_00336_00432,134,336,432,96,96
3009,134_00336_00456,134,336,456,96,96
3010,134_00336_00480,134,336,480,96,96
3011,134_00360_00384,134,360,384,96,96
3012,134_00360_00408,134,360,408,96,96
3013,134_00360_00432,134,360,432,96,96
3014,134_00360_00456,134,360,456,96,96
3015,134_00360_00480,134,360,480,96,96
3016,134_00384_00432,134,384,432,96,96
3017,134_00384_00456,134,384,456,96,96
3018,134_00384_00480,134,384,480,96,96
3019,136_00000_00024,136,0,24,96,96
3020,136_00000_00048,136,0,48,96,96
3021,136_00000_00072,136,0,72,96,96
3022,136_00000_00096,136,0,96,96,96
3023,136_00024_00000,136,24,0,96,96
3024,136_00024_00024,136,24,24,96,96
3025,136_00024_00048,136,24,48,96,96
3026,136_00024_00072,136,24,72,96,96
3027,136_00024_00096,136,24,96,96,96
3028,136_00048_00000,136,48,0,96,96
3029,136_00048_00024,136,48,24,96,96
3030,136_00048_00048,136,48,48,96,96
3031,136_00048_00072,136,48,72,96,96
3032,136_00048_00096,136,48,96,96,96
3033,136_00072_00000,136,72,0,96,96
3034,136_00072_00024,136,72,24,96,96
3035,136_00072_00048,136,72,48,96,96
3036,136_00072_00072,136,72,72,96,96
3037,136_00072_00096,136,72,96,96,96
3038,136_00096_00000,136,96,0,96,96
3039,136_00096_00024,136,96,24,96,96
3040,136_00096_00048,136,96,48,96,96
3041,137_00000_00000,137,0,0,96,96
3042,138_00000_00024,138,0,24,96,96
3043,138_00000_00048,138,0,48,96,96
3044,138_00000_00072,138,0,72,96,96
3045,138_00000_00096,138,0,96,96,96
3046,138_00000_00120,138,0,120,96,96
3047,138_00000_00144,138,0,144,96,96
3048,138_00000_00168,138,0,168,96,96
3049,138_00024_00024,138,24,24,96,96
3050,138_00024_00048,138,24,48,96,96
3051,138_00024_00072,138,24,72,96,96
3052,138_00024_00096,138,24,96,96,96
3053,138_00024_00120,138,24,120,96,96
3054,138_00024_00144,138,24,144,96,96
3055,138_00024_00168,138,24,168,96,96
3056,138_00024_00192,138,24,192,96,96
3057,138_00048_00024,138,48,24,96,96
3058,138_00048_00048,138,48,48,96,96
3059,138_00048_00072,138,48,72,96,96
3060,138_00048_00096,138,48,96,96,96
3061,138_00048_00120,138,48,120,96,96
3062,138_00048_00144,138,48,144,96,96
3063,138_00048_00168,138,48,168,96,96
3064,138_00048_00192,138,48,192,96,96
3065,138_00072_00024,138,72,24,96,96
3066,138_00072_00048,138,72,48,96,96
3067,138_00072_00072,138,72,72,96,96
3068,138_00072_00096,138,72,96,96,96
3069,138_00072_00120,138,72,120,96,96
3070,138_00072_00144,138,72,144,96,96
3071,138_00072_00168,138,72,168,96,96
3072,138_00072_00192,138,72,192,96,96
3073,138_00096_00024,138,96,24,96,96
3074,138_00096_00048,138,96,48,96,96
3075,138_00096_00072,138,96,72,96,96
3076,138_00096_00096,138,96,96,96,96
3077,138_00096_00120,138,96,120,96,96
3078,138_00096_00144,138,96,144,96,96
3079,138_00096_00168,138,96,168,96,96
3080,138_00096_00192,138,96,192,96,96
3081,138_00120_00024,138,120,24,96,96
3082,138_00120_00048,138,120,48,96,96
3083,138_00120_00072,138,120,72,96,96
3084,138_00120_00096,138,120,96,96,96
3085,138_00120_00120,138,120,120,96,96
3086,138_00120_00144,138,120,144,96,96
3087,138_00120_00168,138,120,168,96,96
3088,138_00120_00192,138,120,192,96,96
3089,138_00144_00048,138,144,48,96,96
3090,138_00144_00072,138,144,72,96,96
3091,138_00144_00096,138,144,96,96,96
3092,138_00144_00120,138,144,120,96,96
3093,138_00144_00144,138,144,144,96,96
3094,138_00144_00168,138,144,168,96,96
3095,138_00144_00192,138,144,192,96,96
3096,138_00144_00216,138,144,216,96,96
3097,138_00168_00048,138,168,48,96,96
3098,138_00168_00072,138,168,72,96,96
3099,138_00168_00096,138,168,96,96,96
3100,138_00168_00120,138,168,120,96,96
3101,138_00168_00144,138,168,144,96,96
3102,138_00168_00168,138,168,168,96,96
3103,138_00168_00192,138,168,192,96,96
3104,138_00168_00216,138,168,216,96,96
3105,138_00168_00240,138,168,240,96,96
3106,138_00168_00264,138,168,264,96,96
3107,138_00168_00288,138,168,288,96,96
3108,138_00192_00048,138,192,48,96,96
3109,138_00192_00072,138,192,72,96,96
3110,138_00192_00096,138,192,96,96,96
3111,138_00192_00120,138,192,120,96,96
3112,138_00192_00144,138,192,144,96,96
3113,138_00192_00168,138,192,168,96,96
3114,138_00192_00192,138,192,192,96,96
3115,138_00192_00216,138,192,216,96,96
3116,138_00192_00240,138,192,240,96,96
3117,138_00192_00264,138,192,264,96,96
3118,138_00192_00288,138,192,288,96,96
3119,138_00216_00072,138,216,72,96,96
3120,138_00216_00096,138,216,96,96,96
3121,138_00216_00120,138,216,120,96,96
3122,138_00216_00144,138,216,144,96,96
3123,138_00216_00168,138,216,168,96,96
3124,138_00216_00192,138,216,192,96,96
3125,138_00216_00216,138,216,216,96,96
3126,138_00216_00240,138,216,240,96,96
3127,138_00216_00264,138,216,264,96,96
3128,138_00216_00288,138,216,288,96,96
3129,138_00216_00312,138,216,312,96,96
3130,138_00240_00072,138,240,72,96,96
3131,138_00240_00096,138,240,96,96,96
3132,138_00240_00120,138,240,120,96,96
3133,138_00240_00144,138,240,144,96,96
3134,138_00240_00168,138,240,168,96,96
3135,138_00240_00192,138,240,192,96,96
3136,138_00240_00216,138,240,216,96,96
3137,138_00240_00240,138,240,240,96,96
3138,138_00240_00264,138,240,264,96,96
3139,138_00240_00288,138,240,288,96,96
3140,138_00240_00312,138,240,312,96,96
3141,138_00264_00096,138,264,96,96,96
3142,138_00264_00120,138,264,120,96,96
3143,138_00264_00144,138,264,144,96,96
3144,138_00264_00168,138,264,168,96,96
3145,138_00264_00192,138,264,192,96,96
3146,138_00264_00216,138,264,216,96,96
3147,138_00264_00240,138,264,240,96,96
3148,138_00264_00264,138,264,264,96,96
3149,138_00264_00288,138,264,288,96,96
3150,138_00264_00312,138,264,312,96,96
3151,138_00264_00336,138,264,336,96,96
3152,138_00288_00144,138,288,144,96,96
3153,138_00288_00168,138,288,168,96,96
3154,138_00288_00192,138,288,192,96,96
3155,138_00288_00216,138,288,216,96,96
3156,138_00288_00240,138,288,240,96,96
3157,138_00288_00264,138,288,264,96,96
3158,138_00288_00288,138,288,288,96,96
3159,138_00288_00312,138,288,312,96,96
3160,138_00288_00336,138,288,336,96,96
3161,138_00288_00408,138,288,408,96,96
3162,138_00288_00432,138,288,432,96,96
3163,138_00312_00144,138,312,144,96,96
3164,138_00312_00168,138,312,168,96,96
3165,138_00312_00192,138,312,192,96,96
3166,138_00312_00216,138,312,216,96,96
3167,138_00312_00240,138,312,240,96,96
3168,138_00312_00264,138,312,264,96,96
3169,138_00312_00288,138,312,288,96,96
3170,138_00312_00312,138,312,312,96,96
3171,138_00312_00336,138,312,336,96,96
3172,138_00312_00360,138,312,360,96,96
3173,138_00312_00384,138,312,384,96,96
3174,138_00312_00408,138,312,408,96,96
3175,138_00312_00432,138,312,432,96,96
3176,138_00336_00144,138,336,144,96,96
3177,138_00336_00168,138,336,168,96,96
3178,138_00336_00192,138,336,192,96,96
3179,138_00336_00216,138,336,216,96,96
3180,138_00336_00240,138,336,240,96,96
3181,138_00336_00264,138,336,264,96,96
3182,138_00336_00288,138,336,288,96,96
3183,138_00336_00312,138,336,312,96,96
3184,138_00336_00336,138,336,336,96,96
3185,138_00336_00360,138,336,360,96,96
3186,138_00336_00384,138,336,384,96,96
3187,138_00336_00408,138,336,408,96,96
3188,138_00336_00432,138,336,432,96,96
3189,138_00360_00168,138,360,168,96,96
3190,138_00360_00192,138,360,192,96,96
3191,138_00360_00216,138,360,216,96,96
3192,138_00360_00240,138,360,240,96,96
3193,138_00360_00264,138,360,264,96,96
3194,138_00360_00288,138,360,288,96,96
3195,138_00360_00312,138,360,312,96,96
3196,138_00360_00336,138,360,336,96,96
3197,138_00360_00360,138,360,360,96,96
3198,138_00360_00384,138,360,384,96,96
3199,138_00360_00408,138,360,408,96,96
3200,138_00360_00432,138,360,432,96,96
3201,138_00384_00192,138,384,192,96,96
3202,138_00384_00216,138,384,216,96,96
3203,138_00384_00240,138,384,240,96,96
3204,138_00384_00264,138,384,264,96,96
3205,138_00384_00288,138,384,288,96,96
3206,138_00384_00312,138,384,312,96,96
3207,138_00384_00336,138,384,336,96,96
3208,138_00384_00360,138,384,360,96,96
3209,138_00384_00384,138,384,384,96,96
3210,138_00384_00408,138,384,408,96,96
3211,138_00384_00432,138,384,432,96,96
3212,138_00408_00216,138,408,216,96,96
3213,138_00408_00240,138,408,240,96,96
3214,138_00408_00264,138,408,264,96,96
3215,138_00408_00288,138,408,288,96,96
3216,138_00408_00312,138,408,312,96,96
3217,138_00408_00336,138,408,336,96,96
3218,138_00408_00360,138,408,360,96,96
3219,138_00408_00384,138,408,384,96,96
3220,138_00408_00408,138,408,408,96,96
3221,138_00408_00432,138,408,432,96,96
3222,138_00432_00240,138,432,240,96,96
3223,138_00432_00264,138,432,264,96,96
3224,138_00432_00288,138,432,288,96,96
3225,138_00432_00312,138,432,312,96,96
3226,138_00432_00336,138,432,336,96,96
3227,138_00432_00360,138,432,360,96,96
3228,139_00000_00024,139,0,24,96,96
3229,139_00000_00048,139,0,48,96,96
3230,139_00000_00072,139,0,72,96,96
3231,139_00000_00096,139,0,96,96,96
3232,139_00024_00000,139,24,0,96,96
3233,139_00024_00024,139,24,24,96,96
3234,139_00024_00048,139,24,48,96,96
3235,139_00024_00072,139,24,72,96,96
3236,139_00024_00096,139,24,96,96,96
3237,139_00048_00000,139,48,0,96,96
3238,139_00048_00024,139,48,24,96,96
3239,139_00048_00048,139,48,48,96,96
3240,139_00048_00072,139,48,72,96,96
3241,139_00048_00096,139,48,96,96,96
3242,139_00072_00000,139,72,0,96,96
3243,139_00072_00024,139,72,24,96,96
3244,139_00072_00048,139,72,48,96,96
3245,139_00072_00072,139,72,72,96,96
3246,139_00072_00096,139,72,96,96,96
3247,139_00096_00000,139,96,0,96,96
3248,139_00096_00024,139,96,24,96,96
3249,139_00096_00048,139,96,48,96,96
3250,139_00096_00072,139,96,72,96,96
3251,140_00000_00000,140,0,0,96,96
3252,141_00000_00000,141,0,0,96,96
3253,142_00000_00000,142,0,0,96,96
3254,142_00000_00024,142,0,24,96,96
3255,142_00000_00048,142,0,48,96,96
3256,142_00000_00072,142,0,72,96,96
3257,142_00000_00096,142,0,96,96,96
3258,142_00024_00000,142,24,0,96,96
3259,142_00024_00024,142,24,24,96,96
3260,142_00024_00048,142,24,48,96,96
3261,142_00024_00072,142,24,72,96,96
3262,142_00024_00096,142,24,96,96,96
3263,142_00024_00120,142,24,120,96,96
3264,142_00048_00000,142,48,0,96,96
3265,142_00048_00024,142,48,24,96,96
3266,142_00048_00048,142,48,48,96,96
3267,142_00048_00072,142,48,72,96,96
3268,142_00048_00096,142,48,96,96,96
3269,142_00048_00120,142,48,120,96,96
3270,142_00072_00024,142,72,24,96,96
3271,142_00072_00048,142,72,48,96,96
3272,142_00072_00072,142,72,72,96,96
3273,142_00072_00096,142,72,96,96,96
3274,142_00072_00120,142,72,120,96,96
3275,142_00072_00144,142,72,144,96,96
3276,142_00096_00024,142,96,24,96,96
3277,142_00096_00048,142,96,48,96,96
3278,142_00096_00072,142,96,72,96,96
3279,142_00096_00096,142,96,96,96,96
3280,142_00096_00120,142,96,120,96,96
3281,142_00096_00144,142,96,144,96,96
3282,142_00120_00048,142,120,48,96,96
3283,142_00120_00072,142,120,72,96,96
3284,142_00120_00096,142,120,96,96,96
3285,142_00120_00120,142,120,120,96,96
3286,142_00120_00144,142,120,144,96,96
3287,142_00144_00048,142,144,48,96,96
3288,142_00144_00072,142,144,72,96,96
3289,142_00144_00096,142,144,96,96,96
3290,142_00144_00120,142,144,120,96,96
3291,142_00144_00144,142,144,144,96,96
3292,143_00000_00000,143,0,0,96,96
3293,144_00000_00000,144,0,0,96,96
3294,144_00000_00024,144,0,24,96,96
3295,144_00000_00048,144,0,48,96,96
3296,144_00024_00000,144,24,0,96,96
3297,144_00024_00024,144,24,24,96,96
3298,144_00024_00048,144,24,48,96,96
3299,144_00048_00000,144,48,0,96,96
3300,144_00048_00024,144,48,24,96,96
3301,144_00048_00048,144,48,48,96,96
3302,145_00000_00072,145,0,72,96,96
3303,145_00000_00096,145,0,96,96,96
3304,145_00000_00120,145,0,120,96,96
3305,145_00000_00144,145,0,144,96,96
3306,145_00024_00048,145,24,48,96,96
3307,145_00024_00072,145,24,72,96,96
3308,145_00024_00096,145,24,96,96,96
3309,145_00024_00120,145,24,120,96,96
3310,145_00024_00144,145,24,144,96,96
3311,145_00048_00048,145,48,48,96,96
3312,145_00048_00072,145,48,72,96,96
3313,145_00048_00096,145,48,96,96,96
3314,145_00048_00120,145,48,120,96,96
3315,145_00048_00144,145,48,144,96,96
3316,145_00072_00048,145,72,48,96,96
3317,145_00072_00072,145,72,72,96,96
3318,145_00072_00096,145,72,96,96,96
3319,145_00072_00120,145,72,120,96,96
3320,145_00072_00144,145,72,144,96,96
3321,145_00096_00048,145,96,48,96,96
3322,145_00096_00072,145,96,72,96,96
3323,145_00096_00096,145,96,96,96,96
3324,145_00096_00120,145,96,120,96,96
3325,145_00120_00048,145,120,48,96,96
3326,145_00120_00072,145,120,72,96,96
3327,145_00120_00096,145,120,96,96,96
3328,145_00120_00120,145,120,120,96,96
3329,145_00144_00048,145,144,48,96,96
3330,145_00144_00072,145,144,72,96,96
3331,145_00144_00096,145,144,96,96,96
3332,145_00144_00120,145,144,120,96,96
3333,145_00168_00048,145,168,48,96,96
3334,145_00168_00072,145,168,72,96,96
3335,145_00168_00096,145,168,96,96,96
3336,145_00168_00120,145,168,120,96,96
3337,145_00192_00048,145,192,48,96,96
3338,145_00192_00072,145,192,72,96,96
3339,145_00192_00096,145,192,96,96,96
3340,145_00192_00120,145,192,120,96,96
3341,146_00000_00000,146,0,0,96,96
3342,147_00000_00024,147,0,24,96,96
3343,147_00000_00048,147,0,48,96,96
3344,147_00000_00072,147,0,72,96,96
3345,147_00000_00096,147,0,96,96,96
3346,147_00000_00120,147,0,120,96,96
3347,147_00000_00144,147,0,144,96,96
3348,147_00000_00168,147,0,168,96,96
3349,147_00024_00000,147,24,0,96,96
3350,147_00024_00024,147,24,24,96,96
3351,147_00024_00048,147,24,48,96,96
3352,147_00024_00072,147,24,72,96,96
3353,147_00024_00096,147,24,96,96,96
3354,147_00024_00120,147,24,120,96,96
3355,147_00024_00144,147,24,144,96,96
3356,147_00024_00168,147,24,168,96,96
3357,147_00024_00192,147,24,192,96,96
3358,147_00024_00216,147,24,216,96,96
3359,147_00048_00024,147,48,24,96,96
3360,147_00048_00048,147,48,48,96,96
3361,147_00048_00072,147,48,72,96,96
3362,147_00048_00096,147,48,96,96,96
3363,147_00048_00120,147,48,120,96,96
3364,147_00048_00144,147,48,144,96,96
